#t, E mean, E/N mean, M mean, M/N mean, M2 mean, M2/N mean
812, -961.86, -0.96186, 16.5, 0.0165, 45865.1, 45.8651
813, -961.86, -0.96186, 16.68, 0.01668, 45699.8, 45.6998
814, -961.5, -0.9615, 13.72, 0.01372, 45261.8, 45.2618
815, -961.58, -0.96158, 15.16, 0.01516, 45667.4, 45.6674
816, -961.58, -0.96158, 14.9, 0.0149, 45336.3, 45.3363
817, -961.54, -0.96154, 16.24, 0.01624, 45673, 45.673
818, -961.38, -0.96138, 15.54, 0.01554, 46479, 46.479
819, -961.26, -0.96126, 15.94, 0.01594, 45514.3, 45.5143
820, -961.34, -0.96134, 14.1, 0.0141, 44824.8, 44.8248
821, -961.58, -0.96158, 14.14, 0.01414, 44308, 44.308
822, -961.58, -0.96158, 13, 0.013, 43588.1, 43.5881
823, -961.14, -0.96114, 13.02, 0.01302, 43421.2, 43.4212
824, -961.26, -0.96126, 10.68, 0.01068, 42510.2, 42.5102
825, -961.7, -0.9617, 9.04, 0.00904, 42540.2, 42.5402
826, -961.74, -0.96174, 7.94, 0.00794, 42682.6, 42.6826
827, -962.18, -0.96218, 9.92, 0.00992, 42619.1, 42.6191
828, -961.86, -0.96186, 10.38, 0.01038, 42486.2, 42.4862
829, -961.78, -0.96178, 10.76, 0.01076, 41636.1, 41.6361
830, -961.58, -0.96158, 9.3, 0.0093, 41513.8, 41.5138
831, -961.14, -0.96114, 10, 0.01, 41399.8, 41.3998
832, -961.1, -0.9611, 10.38, 0.01038, 41150.2, 41.1502
833, -960.98, -0.96098, 10.98, 0.01098, 40427.5, 40.4275
834, -961.06, -0.96106, 10.1, 0.0101, 39612, 39.612
835, -961.1, -0.9611, 10.14, 0.01014, 39724.5, 39.7245
836, -961.34, -0.96134, 9.62, 0.00962, 39694.1, 39.6941
837, -961.14, -0.96114, 9.66, 0.00966, 40053.6, 40.0536
838, -961.34, -0.96134, 11.34, 0.01134, 39538.9, 39.5389
839, -961.5, -0.9615, 15.34, 0.01534, 40386.2, 40.3862
840, -961.46, -0.96146, 16.76, 0.01676, 40043, 40.043
841, -961.98, -0.96198, 15.08, 0.01508, 39778.3, 39.7783
842, -961.62, -0.96162, 15.9, 0.0159, 39946.4, 39.9464
843, -961.5, -0.9615, 16.82, 0.01682, 40087.2, 40.0872
844, -961.5, -0.9615, 16.12, 0.01612, 39733.3, 39.7333
845, -961.66, -0.96166, 17.4, 0.0174, 40175.4, 40.1754
846, -961.7, -0.9617, 19.24, 0.01924, 40384.3, 40.3843
847, -961.38, -0.96138, 19.34, 0.01934, 40145.6, 40.1456
848, -960.98, -0.96098, 17.2, 0.0172, 39923.8, 39.9238
849, -960.66, -0.96066, 17.48, 0.01748, 39729.8, 39.7298
850, -960.82, -0.96082, 19.66, 0.01966, 40129.7, 40.1297
851, -961.02, -0.96102, 21.42, 0.02142, 40393.4, 40.3934
852, -961.14, -0.96114, 23.32, 0.02332, 39987.8, 39.9878
853, -961.06, -0.96106, 25.26, 0.02526, 40516.8, 40.5168
854, -960.9, -0.9609, 27.76, 0.02776, 40138.3, 40.1383
855, -961.02, -0.96102, 27.14, 0.02714, 39856.8, 39.8568
856, -960.98, -0.96098, 27.3, 0.0273, 39738, 39.738
857, -961.02, -0.96102, 26.6, 0.0266, 39222.6, 39.2226
858, -961.18, -0.96118, 26.22, 0.02622, 38713, 38.713
859, -961.1, -0.9611, 25.9, 0.0259, 39122.5, 39.1225
860, -960.9, -0.9609, 24.44, 0.02444, 39014.9, 39.0149
861, -961.14, -0.96114, 25.5, 0.0255, 39631.7, 39.6317
862, -961.14, -0.96114, 24.58, 0.02458, 39187.7, 39.1877
863, -961.26, -0.96126, 24.36, 0.02436, 39588.8, 39.5888
864, -960.82, -0.96082, 26.38, 0.02638, 39905.7, 39.9057
865, -960.26, -0.96026, 25.8, 0.0258, 40487, 40.487
866, -960.58, -0.96058, 26.18, 0.02618, 40982.3, 40.9823
867, -960.22, -0.96022, 26.58, 0.02658, 40615, 40.615
868, -960.38, -0.96038, 27.7, 0.0277, 40625.7, 40.6257
869, -960.74, -0.96074, 28.18, 0.02818, 41261.2, 41.2612
870, -960.78, -0.96078, 25.58, 0.02558, 41236.4, 41.2364
871, -960.74, -0.96074, 25.52, 0.02552, 41589.6, 41.5896
872, -960.66, -0.96066, 27.68, 0.02768, 41946.4, 41.9464
873, -961.42, -0.96142, 27.48, 0.02748, 43317.1, 43.3171
874, -961.14, -0.96114, 25.08, 0.02508, 43275.7, 43.2757
875, -960.7, -0.9607, 24.88, 0.02488, 43290.9, 43.2909
876, -961.14, -0.96114, 24.9, 0.0249, 42941.2, 42.9412
877, -961.42, -0.96142, 23.6, 0.0236, 42311.1, 42.3111
878, -961.22, -0.96122, 23.78, 0.02378, 42258.2, 42.2582
879, -960.86, -0.96086, 23.54, 0.02354, 41564.6, 41.5646
880, -961.38, -0.96138, 24.24, 0.02424, 42278.1, 42.2781
881, -961.78, -0.96178, 22.28, 0.02228, 42253.4, 42.2534
882, -961.54, -0.96154, 23.54, 0.02354, 42943.6, 42.9436
883, -961.54, -0.96154, 21.16, 0.02116, 42804.6, 42.8046
884, -961.5, -0.9615, 21.2, 0.0212, 43065.7, 43.0657
885, -961.9, -0.9619, 21.54, 0.02154, 43559.9, 43.5599
886, -961.86, -0.96186, 19.7, 0.0197, 43386.8, 43.3868
887, -961.66, -0.96166, 18.66, 0.01866, 43457.4, 43.4574
888, -961.86, -0.96186, 19.12, 0.01912, 44100.3, 44.1003
889, -962.02, -0.96202, 21.06, 0.02106, 45050.4, 45.0504
890, -961.9, -0.9619, 19.08, 0.01908, 45027.2, 45.0272
891, -961.78, -0.96178, 17.14, 0.01714, 45073.8, 45.0738
892, -961.58, -0.96158, 16.66, 0.01666, 45310.7, 45.3107
893, -961.62, -0.96162, 16.96, 0.01696, 45153.8, 45.1538
894, -961.22, -0.96122, 18.2, 0.0182, 44574.2, 44.5742
895, -961.38, -0.96138, 19, 0.019, 44535.8, 44.5358
896, -961.58, -0.96158, 20.6, 0.0206, 45175, 45.175
897, -961.18, -0.96118, 20.66, 0.02066, 45561.6, 45.5616
898, -961.74, -0.96174, 20.76, 0.02076, 45640.2, 45.6402
899, -962.18, -0.96218, 21.72, 0.02172, 45816.1, 45.8161
900, -962.46, -0.96246, 21.72, 0.02172, 45714.6, 45.7146
901, -962.1, -0.9621, 20.6, 0.0206, 45090, 45.09
902, -962.3, -0.9623, 20.82, 0.02082, 44256.1, 44.2561
903, -962.1, -0.9621, 21.72, 0.02172, 44174.2, 44.1742
904, -962.06, -0.96206, 22.02, 0.02202, 43999.6, 43.9996
905, -962.7, -0.9627, 22.62, 0.02262, 44228.8, 44.2288
906, -962.7, -0.9627, 22.58, 0.02258, 44166.4, 44.1664
907, -962.98, -0.96298, 22.24, 0.02224, 44695.4, 44.6954
908, -962.34, -0.96234, 22.68, 0.02268, 44362.5, 44.3625
909, -962.34, -0.96234, 20.8, 0.0208, 44118.6, 44.1186
910, -962.78, -0.96278, 21.14, 0.02114, 44957.9, 44.9579
911, -962.22, -0.96222, 19.16, 0.01916, 44734.6, 44.7346
912, -962.46, -0.96246, 17.62, 0.01762, 44212.9, 44.2129
913, -962.9, -0.9629, 18.48, 0.01848, 44362.7, 44.3627
914, -962.82, -0.96282, 18.2, 0.0182, 44065.1, 44.0651
915, -962.54, -0.96254, 21.42, 0.02142, 44203.7, 44.2037
916, -962.78, -0.96278, 20.56, 0.02056, 44671.6, 44.6716
917, -963.02, -0.96302, 19.3, 0.0193, 44780.8, 44.7808
918, -963.34, -0.96334, 18.1, 0.0181, 45447.2, 45.4472
919, -963.22, -0.96322, 16.64, 0.01664, 46400.4, 46.4004
920, -962.98, -0.96298, 16.64, 0.01664, 46902.9, 46.9029
921, -962.78, -0.96278, 18.02, 0.01802, 47095.8, 47.0958
922, -962.54, -0.96254, 16.5, 0.0165, 46546.1, 46.5461
923, -962.3, -0.9623, 16.08, 0.01608, 47262.4, 47.2624
924, -962.14, -0.96214, 16.08, 0.01608, 47657.3, 47.6573
925, -962.18, -0.96218, 15.24, 0.01524, 47608.8, 47.6088
926, -962.42, -0.96242, 15.24, 0.01524, 47862.2, 47.8622
927, -962.5, -0.9625, 14.68, 0.01468, 48374.2, 48.3742
928, -962.26, -0.96226, 14.16, 0.01416, 48251.4, 48.2514
929, -961.86, -0.96186, 15.04, 0.01504, 48664.5, 48.6645
930, -962.18, -0.96218, 13.18, 0.01318, 48508.2, 48.5082
931, -962.38, -0.96238, 13.32, 0.01332, 48627.5, 48.6275
932, -962.54, -0.96254, 12.52, 0.01252, 49331.3, 49.3313
933, -962.82, -0.96282, 10.76, 0.01076, 48735, 48.735
934, -962.94, -0.96294, 9.72, 0.00972, 48933.6, 48.9336
935, -963.18, -0.96318, 9.86, 0.00986, 48925.7, 48.9257
936, -962.86, -0.96286, 9.5, 0.0095, 49104.4, 49.1044
937, -962.66, -0.96266, 9.02, 0.00902, 49103.1, 49.1031
938, -962.58, -0.96258, 9.26, 0.00926, 48830.4, 48.8304
939, -962.5, -0.9625, 11.48, 0.01148, 47725.5, 47.7255
940, -962.3, -0.9623, 9.5, 0.0095, 48128.7, 48.1287
941, -962.06, -0.96206, 9.66, 0.00966, 48146.6, 48.1466
942, -962.26, -0.96226, 9.6, 0.0096, 48213.1, 48.2131
943, -962.18, -0.96218, 9.44, 0.00944, 48203.8, 48.2038
944, -961.86, -0.96186, 10.18, 0.01018, 47951.8, 47.9518
945, -962.14, -0.96214, 10.36, 0.01036, 48183.4, 48.1834
946, -962.14, -0.96214, 10.3, 0.0103, 48048.9, 48.0489
947, -962.1, -0.9621, 11.34, 0.01134, 48140.3, 48.1403
948, -962.18, -0.96218, 10.1, 0.0101, 47767.1, 47.7671
949, -962.06, -0.96206, 8.78, 0.00878, 47814.2, 47.8142
950, -961.5, -0.9615, 8.42, 0.00842, 47150.4, 47.1504
951, -961.54, -0.96154, 9.34, 0.00934, 47512.6, 47.5126
952, -961.74, -0.96174, 10.76, 0.01076, 46568.4, 46.5684
953, -961.94, -0.96194, 12.5, 0.0125, 45516, 45.516
954, -962.58, -0.96258, 12.28, 0.01228, 44907, 44.907
955, -962.3, -0.9623, 13.14, 0.01314, 45757, 45.757
956, -962.22, -0.96222, 12.2, 0.0122, 45764.3, 45.7643
957, -962.22, -0.96222, 11.02, 0.01102, 44954.5, 44.9545
958, -962.3, -0.9623, 10.02, 0.01002, 44521.1, 44.5211
959, -962.14, -0.96214, 9.36, 0.00936, 43575.8, 43.5758
960, -961.94, -0.96194, 10.46, 0.01046, 43952.8, 43.9528
961, -962.34, -0.96234, 10.76, 0.01076, 44112.5, 44.1125
962, -962.22, -0.96222, 9.76, 0.00976, 43637.2, 43.6372
963, -962.14, -0.96214, 9.88, 0.00988, 43420.4, 43.4204
964, -962.5, -0.9625, 9.28, 0.00928, 44290.6, 44.2906
965, -962.18, -0.96218, 10.14, 0.01014, 43734.6, 43.7346
966, -962.18, -0.96218, 10.58, 0.01058, 44368.9, 44.3689
967, -962.06, -0.96206, 11.06, 0.01106, 44422.1, 44.4221
968, -962.02, -0.96202, 9.86, 0.00986, 44689, 44.689
969, -962.3, -0.9623, 8.54, 0.00854, 44267, 44.267
970, -962.3, -0.9623, 7.74, 0.00774, 44238.8, 44.2388
971, -961.98, -0.96198, 10.52, 0.01052, 44174.7, 44.1747
972, -961.94, -0.96194, 11.36, 0.01136, 44481.6, 44.4816
973, -962.18, -0.96218, 11.06, 0.01106, 45081.9, 45.0819
974, -961.82, -0.96182, 12.94, 0.01294, 45160.2, 45.1602
975, -961.62, -0.96162, 12.8, 0.0128, 45586.9, 45.5869
976, -961.78, -0.96178, 12.02, 0.01202, 45364.2, 45.3642
977, -961.86, -0.96186, 13.46, 0.01346, 45092.9, 45.0929
978, -962.5, -0.9625, 13.38, 0.01338, 45288.9, 45.2889
979, -962.34, -0.96234, 13.04, 0.01304, 44611.4, 44.6114
980, -962.34, -0.96234, 12.62, 0.01262, 45241.1, 45.2411
981, -961.98, -0.96198, 13.3, 0.0133, 44764.3, 44.7643
982, -962.38, -0.96238, 13.8, 0.0138, 45238.6, 45.2386
983, -962.5, -0.9625, 13.52, 0.01352, 45357, 45.357
984, -962.78, -0.96278, 13.08, 0.01308, 45170.4, 45.1704
985, -962.58, -0.96258, 12.5, 0.0125, 45584, 45.584
986, -962.18, -0.96218, 13.26, 0.01326, 45962, 45.962
987, -962.22, -0.96222, 12.54, 0.01254, 46143.6, 46.1436
988, -961.94, -0.96194, 13.9, 0.0139, 45362.2, 45.3622
989, -961.7, -0.9617, 14.72, 0.01472, 46094.9, 46.0949
990, -961.7, -0.9617, 15.14, 0.01514, 46542, 46.542
991, -961.62, -0.96162, 13.92, 0.01392, 46002.6, 46.0026
992, -961.7, -0.9617, 14.04, 0.01404, 45380.6, 45.3806
993, -961.42, -0.96142, 12.68, 0.01268, 45901.8, 45.9018
994, -961.7, -0.9617, 12.44, 0.01244, 45920.6, 45.9206
995, -962.02, -0.96202, 13.48, 0.01348, 45020.6, 45.0206
996, -962.14, -0.96214, 15.12, 0.01512, 44510.3, 44.5103
997, -962.26, -0.96226, 15.9, 0.0159, 45400.7, 45.4007
998, -962.14, -0.96214, 14.8, 0.0148, 46089, 46.089
999, -962.34, -0.96234, 16.44, 0.01644, 45763.7, 45.7637
1000, -962.5, -0.9625, 13.8, 0.0138, 45881.2, 45.8812
1001, -962.74, -0.96274, 13.18, 0.01318, 46316.7, 46.3167
1002, -962.58, -0.96258, 13.74, 0.01374, 46659.5, 46.6595
1003, -962.54, -0.96254, 13.6, 0.0136, 46428.5, 46.4285
1004, -962.38, -0.96238, 13.6, 0.0136, 47090.2, 47.0902
1005, -962.26, -0.96226, 12.66, 0.01266, 47236.5, 47.2365
1006, -962.22, -0.96222, 13.56, 0.01356, 47788.5, 47.7885
1007, -961.78, -0.96178, 14.2, 0.0142, 47792, 47.792
1008, -961.58, -0.96158, 14.64, 0.01464, 47426.5, 47.4265
1009, -961.9, -0.9619, 14.6, 0.0146, 48289.3, 48.2893
1010, -962.22, -0.96222, 14.42, 0.01442, 47374.2, 47.3742
1011, -962.3, -0.9623, 12.7, 0.0127, 47958.1, 47.9581
1012, -961.98, -0.96198, 14.36, 0.01436, 46624.4, 46.6244
1013, -962.34, -0.96234, 15.2, 0.0152, 46497.5, 46.4975
1014, -962.1, -0.9621, 16.68, 0.01668, 47650.2, 47.6502
1015, -962.1, -0.9621, 16.36, 0.01636, 47202.2, 47.2022
1016, -962.06, -0.96206, 18.22, 0.01822, 46656.3, 46.6563
1017, -962.54, -0.96254, 18.86, 0.01886, 46667.1, 46.6671
1018, -962.58, -0.96258, 18.96, 0.01896, 45971, 45.971
1019, -962.74, -0.96274, 19.24, 0.01924, 45467.3, 45.4673
1020, -962.54, -0.96254, 15.28, 0.01528, 45562.4, 45.5624
1021, -962.7, -0.9627, 14.48, 0.01448, 45555.3, 45.5553
1022, -962.62, -0.96262, 12.88, 0.01288, 45059.8, 45.0598
1023, -962.3, -0.9623, 12.94, 0.01294, 44874.9, 44.8749
1024, -962.02, -0.96202, 13.44, 0.01344, 44857, 44.857
1025, -961.78, -0.96178, 14.8, 0.0148, 44910.4, 44.9104
1026, -961.9, -0.9619, 12.96, 0.01296, 44694.8, 44.6948
1027, -961.82, -0.96182, 11.94, 0.01194, 44431.1, 44.4311
1028, -961.82, -0.96182, 11.12, 0.01112, 43379.2, 43.3792
1029, -962.1, -0.9621, 13.54, 0.01354, 43388.8, 43.3888
1030, -961.66, -0.96166, 12.18, 0.01218, 44037.5, 44.0375
1031, -961.58, -0.96158, 13.42, 0.01342, 43695.2, 43.6952
1032, -961.58, -0.96158, 11.28, 0.01128, 43159.2, 43.1592
1033, -961.86, -0.96186, 11.86, 0.01186, 44043.9, 44.0439
1034, -961.58, -0.96158, 13.68, 0.01368, 44328.3, 44.3283
1035, -961.54, -0.96154, 13.9, 0.0139, 44267.8, 44.2678
1036, -961.7, -0.9617, 13.66, 0.01366, 44674.1, 44.6741
1037, -961.54, -0.96154, 11.6, 0.0116, 44527.4, 44.5274
1038, -961.58, -0.96158, 11, 0.011, 44929.6, 44.9296
1039, -961.46, -0.96146, 11.34, 0.01134, 44484.8, 44.4848
1040, -961.62, -0.96162, 11.9, 0.0119, 44745.2, 44.7452
1041, -961.62, -0.96162, 14.26, 0.01426, 44565.9, 44.5659
1042, -961.54, -0.96154, 14.6, 0.0146, 44395.1, 44.3951
1043, -962.02, -0.96202, 15.9, 0.0159, 43576.7, 43.5767
1044, -961.7, -0.9617, 15.52, 0.01552, 44717.4, 44.7174
1045, -961.46, -0.96146, 14.12, 0.01412, 44339.4, 44.3394
1046, -961.38, -0.96138, 15.64, 0.01564, 44793.9, 44.7939
1047, -961.58, -0.96158, 15.38, 0.01538, 45066.4, 45.0664
1048, -961.42, -0.96142, 16.62, 0.01662, 45712.5, 45.7125
1049, -961.34, -0.96134, 19.76, 0.01976, 46108.2, 46.1082
1050, -961.78, -0.96178, 21.54, 0.02154, 46170.3, 46.1703
1051, -961.62, -0.96162, 22.46, 0.02246, 46917.9, 46.9179
1052, -961.54, -0.96154, 23.66, 0.02366, 46421.8, 46.4218
1053, -961.46, -0.96146, 24.78, 0.02478, 46035.1, 46.0351
1054, -961.46, -0.96146, 24.26, 0.02426, 46438.8, 46.4388
1055, -961.22, -0.96122, 23.16, 0.02316, 46791.5, 46.7915
1056, -960.82, -0.96082, 21.84, 0.02184, 47297.8, 47.2978
1057, -961.22, -0.96122, 23.34, 0.02334, 47511.3, 47.5113
1058, -961.54, -0.96154, 22.26, 0.02226, 47645.3, 47.6453
1059, -961.82, -0.96182, 24.74, 0.02474, 47909.3, 47.9093
1060, -961.98, -0.96198, 26.8, 0.0268, 48231.4, 48.2314
1061, -961.9, -0.9619, 27.52, 0.02752, 48129.2, 48.1292
1062, -962.26, -0.96226, 26.9, 0.0269, 48404.8, 48.4048
1063, -962.02, -0.96202, 27.62, 0.02762, 47656.4, 47.6564
1064, -962.1, -0.9621, 26.46, 0.02646, 47580.4, 47.5804
1065, -962.42, -0.96242, 28.22, 0.02822, 48224.4, 48.2244
1066, -962.34, -0.96234, 27.2, 0.0272, 47150.1, 47.1501
1067, -962.34, -0.96234, 28.32, 0.02832, 46962.4, 46.9624
1068, -962.38, -0.96238, 28.4, 0.0284, 46309.8, 46.3098
1069, -962.22, -0.96222, 30.44, 0.03044, 46101.3, 46.1013
1070, -962.02, -0.96202, 29.24, 0.02924, 45473.4, 45.4734
1071, -962.06, -0.96206, 28, 0.028, 45782.1, 45.7821
1072, -962.18, -0.96218, 27.28, 0.02728, 46143, 46.143
1073, -962.14, -0.96214, 27.3, 0.0273, 46684.1, 46.6841
1074, -961.86, -0.96186, 27.3, 0.0273, 46218.8, 46.2188
1075, -961.98, -0.96198, 26.34, 0.02634, 45736.7, 45.7367
1076, -962.34, -0.96234, 24.74, 0.02474, 45220.1, 45.2201
1077, -962.62, -0.96262, 24.24, 0.02424, 44470.6, 44.4706
1078, -962.62, -0.96262, 23.06, 0.02306, 43802.2, 43.8022
1079, -962.54, -0.96254, 23.48, 0.02348, 44244.2, 44.2442
1080, -962.78, -0.96278, 24.76, 0.02476, 44055.7, 44.0557
1081, -962.38, -0.96238, 24.66, 0.02466, 44126.8, 44.1268
1082, -962.14, -0.96214, 23.54, 0.02354, 44555.2, 44.5552
1083, -961.54, -0.96154, 24.38, 0.02438, 45385.6, 45.3856
1084, -961.5, -0.9615, 24.52, 0.02452, 45535.4, 45.5354
1085, -961.82, -0.96182, 23.72, 0.02372, 45245.6, 45.2456
1086, -962.02, -0.96202, 24.64, 0.02464, 45920.1, 45.9201
1087, -962.14, -0.96214, 24.28, 0.02428, 46168.6, 46.1686
1088, -962.22, -0.96222, 23.58, 0.02358, 46449.6, 46.4496
1089, -961.74, -0.96174, 24.7, 0.0247, 46578.4, 46.5784
1090, -962.22, -0.96222, 25.02, 0.02502, 47427.5, 47.4275
1091, -962.1, -0.9621, 24.74, 0.02474, 48268.5, 48.2685
1092, -961.9, -0.9619, 24.3, 0.0243, 49403.2, 49.4032
1093, -961.86, -0.96186, 23.78, 0.02378, 49733.2, 49.7332
1094, -961.7, -0.9617, 22.9, 0.0229, 50316.7, 50.3167
1095, -962.22, -0.96222, 22.9, 0.0229, 49985.1, 49.9851
1096, -962.22, -0.96222, 23.38, 0.02338, 49650.3, 49.6503
1097, -962.26, -0.96226, 23.72, 0.02372, 49890.3, 49.8903
1098, -962.74, -0.96274, 22.28, 0.02228, 51482.6, 51.4826
1099, -962.14, -0.96214, 21.56, 0.02156, 51403.7, 51.4037
1100, -962.42, -0.96242, 20.32, 0.02032, 51354.1, 51.3541
1101, -962.42, -0.96242, 20.1, 0.0201, 50950.7, 50.9507
1102, -961.98, -0.96198, 19.78, 0.01978, 52068.4, 52.0684
1103, -962.02, -0.96202, 18.36, 0.01836, 52204.1, 52.2041
1104, -962.18, -0.96218, 19.82, 0.01982, 52075.3, 52.0753
1105, -962.3, -0.9623, 20.22, 0.02022, 52181, 52.181
1106, -962.1, -0.9621, 22.14, 0.02214, 51784.8, 51.7848
1107, -962.06, -0.96206, 21.48, 0.02148, 52135, 52.135
1108, -961.94, -0.96194, 21.94, 0.02194, 52380.7, 52.3807
1109, -961.66, -0.96166, 21.82, 0.02182, 53030, 53.03
1110, -961.66, -0.96166, 20.06, 0.02006, 52984.4, 52.9844
1111, -961.38, -0.96138, 19.06, 0.01906, 52048.9, 52.0489
1112, -961.46, -0.96146, 18.86, 0.01886, 51579.9, 51.5799
1113, -961.58, -0.96158, 19.18, 0.01918, 52144.2, 52.1442
1114, -962.38, -0.96238, 18.5, 0.0185, 51816.5, 51.8165
1115, -962.22, -0.96222, 17.64, 0.01764, 52743.1, 52.7431
1116, -962.06, -0.96206, 18.76, 0.01876, 52935.7, 52.9357
1117, -962.22, -0.96222, 15.82, 0.01582, 52709.7, 52.7097
1118, -962.06, -0.96206, 15.88, 0.01588, 52685.4, 52.6854
1119, -961.74, -0.96174, 13.74, 0.01374, 52126.4, 52.1264
1120, -961.58, -0.96158, 13.5, 0.0135, 51691.3, 51.6913
1121, -961.38, -0.96138, 15.58, 0.01558, 52458, 52.458
1122, -961.54, -0.96154, 15.2, 0.0152, 52306.6, 52.3066
1123, -961.62, -0.96162, 12.4, 0.0124, 52577.4, 52.5774
1124, -961.62, -0.96162, 13.14, 0.01314, 52236.4, 52.2364
1125, -961.66, -0.96166, 12.14, 0.01214, 52812.7, 52.8127
1126, -961.7, -0.9617, 13.62, 0.01362, 53766.7, 53.7667
1127, -961.9, -0.9619, 14.36, 0.01436, 54069.4, 54.0694
1128, -961.42, -0.96142, 15.62, 0.01562, 54663.2, 54.6632
1129, -961.46, -0.96146, 15.54, 0.01554, 54490.4, 54.4904
1130, -961.7, -0.9617, 17, 0.017, 54657.6, 54.6576
1131, -962.42, -0.96242, 18.68, 0.01868, 54476.3, 54.4763
1132, -962.74, -0.96274, 18.68, 0.01868, 54178.1, 54.1781
1133, -962.26, -0.96226, 18.08, 0.01808, 53770.2, 53.7702
1134, -962.18, -0.96218, 17.8, 0.0178, 53753.4, 53.7534
1135, -962.34, -0.96234, 17.14, 0.01714, 54316.8, 54.3168
1136, -962.46, -0.96246, 17.74, 0.01774, 54685.6, 54.6856
1137, -962.26, -0.96226, 16.28, 0.01628, 54363.6, 54.3636
1138, -962.34, -0.96234, 14.92, 0.01492, 53955.3, 53.9553
1139, -962.62, -0.96262, 15.82, 0.01582, 53773, 53.773
1140, -962.74, -0.96274, 14.68, 0.01468, 53488.4, 53.4884
1141, -962.5, -0.9625, 16.54, 0.01654, 53660.4, 53.6604
1142, -962.06, -0.96206, 15.56, 0.01556, 53069.9, 53.0699
1143, -961.7, -0.9617, 16.6, 0.0166, 53534.8, 53.5348
1144, -961.38, -0.96138, 16.36, 0.01636, 53983.2, 53.9832
1145, -961.3, -0.9613, 14.42, 0.01442, 54001.3, 54.0013
1146, -961.34, -0.96134, 15.34, 0.01534, 53990.7, 53.9907
1147, -961.26, -0.96126, 15, 0.015, 54092, 54.092
1148, -961.38, -0.96138, 14.18, 0.01418, 53411.6, 53.4116
1149, -961.1, -0.9611, 14.32, 0.01432, 53137.8, 53.1378
1150, -961.14, -0.96114, 13.98, 0.01398, 53624.8, 53.6248
1151, -961.7, -0.9617, 14.92, 0.01492, 54062.7, 54.0627
1152, -962.02, -0.96202, 14.66, 0.01466, 53423.2, 53.4232
1153, -962.14, -0.96214, 15.86, 0.01586, 53677.3, 53.6773
1154, -961.94, -0.96194, 16.94, 0.01694, 53384.8, 53.3848
1155, -961.82, -0.96182, 16.78, 0.01678, 53167.3, 53.1673
1156, -961.74, -0.96174, 15.3, 0.0153, 52088, 52.088
1157, -961.98, -0.96198, 15.96, 0.01596, 51501.4, 51.5014
1158, -961.9, -0.9619, 15.9, 0.0159, 51940.4, 51.9404
1159, -961.74, -0.96174, 16.48, 0.01648, 52465.8, 52.4658
1160, -961.38, -0.96138, 15.4, 0.0154, 52545.2, 52.5452
1161, -961.22, -0.96122, 13.24, 0.01324, 52834.1, 52.8341
1162, -961.38, -0.96138, 13.4, 0.0134, 52611.8, 52.6118
1163, -961.74, -0.96174, 12.82, 0.01282, 52028.8, 52.0288
1164, -961.98, -0.96198, 11.66, 0.01166, 50684.7, 50.6847
1165, -961.66, -0.96166, 11.5, 0.0115, 51116.1, 51.1161
1166, -961.34, -0.96134, 11.94, 0.01194, 51539.7, 51.5397
1167, -961.34, -0.96134, 12.3, 0.0123, 52666.3, 52.6663
1168, -961.5, -0.9615, 11.4, 0.0114, 52700.7, 52.7007
1169, -960.86, -0.96086, 9.48, 0.00948, 52093.1, 52.0931
1170, -961.1, -0.9611, 11.34, 0.01134, 51410.4, 51.4104
1171, -960.9, -0.9609, 11.3, 0.0113, 51426.4, 51.4264
1172, -960.86, -0.96086, 9.68, 0.00968, 51869.1, 51.8691
1173, -961.06, -0.96106, 9.18, 0.00918, 52228.4, 52.2284
1174, -961.26, -0.96126, 10.34, 0.01034, 52022.3, 52.0223
1175, -961.02, -0.96102, 11.32, 0.01132, 50864.2, 50.8642
1176, -960.54, -0.96054, 10.06, 0.01006, 50556.1, 50.5561
1177, -960.42, -0.96042, 9.02, 0.00902, 50688.3, 50.6883
1178, -960.9, -0.9609, 9.98, 0.00998, 50819.8, 50.8198
1179, -961.1, -0.9611, 10.48, 0.01048, 51044, 51.044
1180, -961.38, -0.96138, 9.5, 0.0095, 50624.8, 50.6248
1181, -961.38, -0.96138, 8.5, 0.0085, 51331.4, 51.3314
1182, -962.02, -0.96202, 8.22, 0.00822, 51632.3, 51.6323
1183, -962.38, -0.96238, 9.52, 0.00952, 51796.6, 51.7966
1184, -962.62, -0.96262, 10.74, 0.01074, 51664, 51.664
1185, -962.58, -0.96258, 11.22, 0.01122, 51685.4, 51.6854
1186, -962.7, -0.9627, 10.22, 0.01022, 52500, 52.5
1187, -962.34, -0.96234, 9, 0.009, 51649.9, 51.6499
1188, -962.66, -0.96266, 6.76, 0.00676, 51138.2, 51.1382
1189, -962.46, -0.96246, 7.48, 0.00748, 51367.4, 51.3674
1190, -962.38, -0.96238, 7, 0.007, 50912.9, 50.9129
1191, -962.22, -0.96222, 6.54, 0.00654, 50499.8, 50.4998
1192, -962.26, -0.96226, 6.2, 0.0062, 49949.7, 49.9497
1193, -962.14, -0.96214, 5.24, 0.00524, 49275.2, 49.2752
1194, -961.38, -0.96138, 5.06, 0.00506, 49946.8, 49.9468
1195, -961.78, -0.96178, 5.46, 0.00546, 49848.7, 49.8487
1196, -961.9, -0.9619, 4.84, 0.00484, 49129.8, 49.1298
1197, -962.22, -0.96222, 3.66, 0.00366, 48908.5, 48.9085
