#t, E mean, E/N mean, M mean, M/N mean, M2 mean, M2/N mean
3046, -97.1, -0.971, 10.46, 0.1046, 5447.48, 54.4748
3047, -96.98, -0.9698, 10.92, 0.1092, 5410.4, 54.104
3048, -97.06, -0.9706, 10.2, 0.102, 5426, 54.26
3049, -97.02, -0.9702, 10.06, 0.1006, 5463.56, 54.6356
3050, -97.06, -0.9706, 10.36, 0.1036, 5435.68, 54.3568
3051, -97.06, -0.9706, 9.92, 0.0992, 5381.92, 53.8192
3052, -97.1, -0.971, 10.02, 0.1002, 5387.4, 53.874
3053, -97.06, -0.9706, 9.68, 0.0968, 5342.32, 53.4232
3054, -97.1, -0.971, 9.88, 0.0988, 5360.16, 53.6016
3055, -96.98, -0.9698, 9.94, 0.0994, 5372.68, 53.7268
3056, -96.94, -0.9694, 9.62, 0.0962, 5388.2, 53.882
3057, -96.98, -0.9698, 8.84, 0.0884, 5404.72, 54.0472
3058, -97.02, -0.9702, 8.96, 0.0896, 5382.88, 53.8288
3059, -96.94, -0.9694, 9.16, 0.0916, 5238.64, 52.3864
3060, -97.02, -0.9702, 8.94, 0.0894, 5246.04, 52.4604
3061, -96.94, -0.9694, 8.36, 0.0836, 5211.28, 52.1128
3062, -96.82, -0.9682, 8.3, 0.083, 5158.36, 51.5836
3063, -96.82, -0.9682, 8.18, 0.0818, 5148.28, 51.4828
3064, -96.7, -0.967, 8.06, 0.0806, 5148.36, 51.4836
3065, -96.74, -0.9674, 8.28, 0.0828, 5213.84, 52.1384
3066, -96.74, -0.9674, 9.36, 0.0936, 5198, 51.98
3067, -96.82, -0.9682, 8.68, 0.0868, 5204.96, 52.0496
3068, -96.74, -0.9674, 8.5, 0.085, 5213.96, 52.1396
3069, -96.58, -0.9658, 8.16, 0.0816, 5166.56, 51.6656
3070, -96.66, -0.9666, 8.6, 0.086, 5216.24, 52.1624
3071, -96.66, -0.9666, 8.64, 0.0864, 5122.08, 51.2208
3072, -96.78, -0.9678, 8.66, 0.0866, 5187.96, 51.8796
3073, -96.74, -0.9674, 8.54, 0.0854, 5121.24, 51.2124
3074, -96.86, -0.9686, 8.3, 0.083, 5085.96, 50.8596
3075, -96.74, -0.9674, 8.16, 0.0816, 5051.12, 50.5112
3076, -96.74, -0.9674, 8.02, 0.0802, 4988.44, 49.8844
3077, -96.74, -0.9674, 8, 0.08, 4932.48, 49.3248
3078, -96.82, -0.9682, 8.22, 0.0822, 5015.48, 50.1548
3079, -96.86, -0.9686, 8.28, 0.0828, 4970.96, 49.7096
3080, -96.86, -0.9686, 8.24, 0.0824, 4943.2, 49.432
3081, -96.78, -0.9678, 8.02, 0.0802, 4923.32, 49.2332
3082, -96.86, -0.9686, 8.7, 0.087, 4987.08, 49.8708
3083, -96.86, -0.9686, 8.18, 0.0818, 5123.08, 51.2308
3084, -96.74, -0.9674, 7.98, 0.0798, 5059.64, 50.5964
3085, -96.82, -0.9682, 7.42, 0.0742, 5044.6, 50.446
3086, -96.82, -0.9682, 7.6, 0.076, 5099.04, 50.9904
3087, -96.78, -0.9678, 8.04, 0.0804, 5112.72, 51.1272
3088, -96.78, -0.9678, 8.24, 0.0824, 5018.64, 50.1864
3089, -96.78, -0.9678, 8.68, 0.0868, 4981.68, 49.8168
3090, -96.62, -0.9662, 8.84, 0.0884, 5000.88, 50.0088
3091, -96.74, -0.9674, 8.86, 0.0886, 4978.04, 49.7804
3092, -96.66, -0.9666, 9.22, 0.0922, 5032.04, 50.3204
3093, -96.78, -0.9678, 8.74, 0.0874, 4991.24, 49.9124
3094, -96.7, -0.967, 8.68, 0.0868, 4929.2, 49.292
3095, -96.5, -0.965, 8.18, 0.0818, 4994.28, 49.9428
3096, -96.46, -0.9646, 8.5, 0.085, 4997.32, 49.9732
3097, -96.42, -0.9642, 8.48, 0.0848, 5026.08, 50.2608
3098, -96.42, -0.9642, 8.76, 0.0876, 5011.92, 50.1192
3099, -96.62, -0.9662, 8.46, 0.0846, 5041.48, 50.4148
3100, -96.62, -0.9662, 8.74, 0.0874, 5012.68, 50.1268
3101, -96.66, -0.9666, 9.18, 0.0918, 5063.32, 50.6332
3102, -96.78, -0.9678, 8.96, 0.0896, 5010.64, 50.1064
3103, -96.78, -0.9678, 8.52, 0.0852, 4994.48, 49.9448
3104, -96.78, -0.9678, 7.9, 0.079, 4994.84, 49.9484
3105, -96.7, -0.967, 7.84, 0.0784, 4940.4, 49.404
3106, -96.78, -0.9678, 7.72, 0.0772, 4979.84, 49.7984
3107, -96.82, -0.9682, 7.32, 0.0732, 5004.8, 50.048
3108, -96.82, -0.9682, 6.96, 0.0696, 5062.72, 50.6272
3109, -96.78, -0.9678, 7.02, 0.0702, 5029.96, 50.2996
3110, -96.82, -0.9682, 7.28, 0.0728, 4995.28, 49.9528
3111, -96.66, -0.9666, 7.18, 0.0718, 4923.32, 49.2332
3112, -96.66, -0.9666, 7.46, 0.0746, 4941.8, 49.418
3113, -96.74, -0.9674, 7.76, 0.0776, 4987.12, 49.8712
3114, -96.74, -0.9674, 7.98, 0.0798, 4927.32, 49.2732
3115, -96.66, -0.9666, 8.56, 0.0856, 4972.32, 49.7232
3116, -96.58, -0.9658, 8.34, 0.0834, 4901, 49.01
3117, -96.54, -0.9654, 8.86, 0.0886, 4870.44, 48.7044
3118, -96.58, -0.9658, 8.62, 0.0862, 4836.2, 48.362
3119, -96.62, -0.9662, 8.72, 0.0872, 4886.56, 48.8656
3120, -96.54, -0.9654, 8.36, 0.0836, 4897.68, 48.9768
3121, -96.46, -0.9646, 8.06, 0.0806, 4924.76, 49.2476
3122, -96.42, -0.9642, 7.76, 0.0776, 4863.28, 48.6328
3123, -96.38, -0.9638, 7.62, 0.0762, 4784.36, 47.8436
3124, -96.5, -0.965, 7.22, 0.0722, 4757.56, 47.5756
3125, -96.5, -0.965, 7.56, 0.0756, 4750, 47.5
3126, -96.46, -0.9646, 7.38, 0.0738, 4745.88, 47.4588
3127, -96.42, -0.9642, 6.64, 0.0664, 4777.52, 47.7752
3128, -96.42, -0.9642, 6.5, 0.065, 4730.44, 47.3044
3129, -96.38, -0.9638, 6.38, 0.0638, 4758.2, 47.582
3130, -96.54, -0.9654, 6.86, 0.0686, 4812.28, 48.1228
3131, -96.62, -0.9662, 6.64, 0.0664, 4742.88, 47.4288
3132, -96.62, -0.9662, 7.46, 0.0746, 4769.32, 47.6932
3133, -96.5, -0.965, 7.56, 0.0756, 4781.68, 47.8168
3134, -96.58, -0.9658, 7.2, 0.072, 4864.88, 48.6488
3135, -96.7, -0.967, 6.56, 0.0656, 4850.24, 48.5024
3136, -96.62, -0.9662, 5.4, 0.054, 4839.76, 48.3976
3137, -96.78, -0.9678, 5.16, 0.0516, 4875.6, 48.756
3138, -96.58, -0.9658, 5.6, 0.056, 4886.72, 48.8672
3139, -96.7, -0.967, 6.22, 0.0622, 4892.12, 48.9212
3140, -96.66, -0.9666, 7.04, 0.0704, 4935.52, 49.3552
3141, -96.74, -0.9674, 7.2, 0.072, 4939.76, 49.3976
3142, -96.78, -0.9678, 7.92, 0.0792, 4946.4, 49.464
3143, -96.78, -0.9678, 7.22, 0.0722, 4939.08, 49.3908
3144, -96.7, -0.967, 7.58, 0.0758, 4960.52, 49.6052
3145, -96.82, -0.9682, 8.32, 0.0832, 4962.8, 49.628
3146, -96.82, -0.9682, 7.86, 0.0786, 5001, 50.01
3147, -96.78, -0.9678, 8.16, 0.0816, 5009.12, 50.0912
3148, -96.86, -0.9686, 7.5, 0.075, 5034.68, 50.3468
3149, -96.94, -0.9694, 7.46, 0.0746, 5034.92, 50.3492
3150, -96.94, -0.9694, 7.62, 0.0762, 5043.88, 50.4388
3151, -96.98, -0.9698, 8.06, 0.0806, 5078.12, 50.7812
3152, -96.9, -0.969, 8.02, 0.0802, 5031.96, 50.3196
3153, -96.78, -0.9678, 8.08, 0.0808, 4982.88, 49.8288
3154, -96.82, -0.9682, 7.94, 0.0794, 5022.28, 50.2228
3155, -96.9, -0.969, 7.5, 0.075, 5022.2, 50.222
3156, -96.94, -0.9694, 7.52, 0.0752, 5006.88, 50.0688
3157, -97.06, -0.9706, 8.04, 0.0804, 5068.8, 50.688
3158, -96.98, -0.9698, 8.24, 0.0824, 4997.44, 49.9744
3159, -96.94, -0.9694, 8.24, 0.0824, 4957.04, 49.5704
3160, -96.9, -0.969, 8.1, 0.081, 4949.16, 49.4916
3161, -96.78, -0.9678, 8.22, 0.0822, 4944.36, 49.4436
3162, -96.78, -0.9678, 8.14, 0.0814, 4948.04, 49.4804
3163, -97.02, -0.9702, 8.46, 0.0846, 5048.76, 50.4876
3164, -96.94, -0.9694, 8.7, 0.087, 5021.4, 50.214
3165, -97.06, -0.9706, 9.24, 0.0924, 5105.92, 51.0592
3166, -97.1, -0.971, 8.82, 0.0882, 5101.4, 51.014
3167, -97.18, -0.9718, 9.12, 0.0912, 5071.52, 50.7152
3168, -97.06, -0.9706, 9.42, 0.0942, 5042.36, 50.4236
3169, -96.94, -0.9694, 8.96, 0.0896, 5012.32, 50.1232
3170, -97.02, -0.9702, 9.2, 0.092, 5022.72, 50.2272
3171, -97.1, -0.971, 9.8, 0.098, 5046.48, 50.4648
3172, -96.94, -0.9694, 9.2, 0.092, 5012.16, 50.1216
3173, -96.98, -0.9698, 9.28, 0.0928, 4993.6, 49.936
3174, -96.98, -0.9698, 9.26, 0.0926, 4957, 49.57
3175, -96.94, -0.9694, 8.64, 0.0864, 4993.84, 49.9384
3176, -96.98, -0.9698, 9.24, 0.0924, 5020.8, 50.208
3177, -96.94, -0.9694, 10.22, 0.1022, 5027.96, 50.2796
3178, -96.82, -0.9682, 10.82, 0.1082, 5089.56, 50.8956
3179, -96.9, -0.969, 10.7, 0.107, 5150.44, 51.5044
3180, -96.9, -0.969, 10.8, 0.108, 5185.6, 51.856
3181, -96.9, -0.969, 10.46, 0.1046, 5107.08, 51.0708
3182, -96.82, -0.9682, 10.58, 0.1058, 5055.16, 50.5516
3183, -96.94, -0.9694, 10.1, 0.101, 5037.56, 50.3756
3184, -96.98, -0.9698, 10.1, 0.101, 5059.4, 50.594
3185, -97.02, -0.9702, 10.02, 0.1002, 5068.52, 50.6852
3186, -97.06, -0.9706, 10.56, 0.1056, 5043.6, 50.436
3187, -96.98, -0.9698, 10.7, 0.107, 5009.96, 50.0996
3188, -96.98, -0.9698, 11.24, 0.1124, 4977.2, 49.772
3189, -97.06, -0.9706, 10.86, 0.1086, 4994.6, 49.946
3190, -97.06, -0.9706, 10.54, 0.1054, 4970.04, 49.7004
3191, -97.02, -0.9702, 9.86, 0.0986, 4943.16, 49.4316
3192, -97.06, -0.9706, 10.16, 0.1016, 4951.04, 49.5104
3193, -96.98, -0.9698, 10.08, 0.1008, 4945.52, 49.4552
3194, -96.98, -0.9698, 9.6, 0.096, 4863.92, 48.6392
3195, -96.94, -0.9694, 10.18, 0.1018, 4837, 48.37
3196, -96.9, -0.969, 9.8, 0.098, 4824.8, 48.248
3197, -96.9, -0.969, 9.26, 0.0926, 4829.96, 48.2996
3198, -96.9, -0.969, 9.02, 0.0902, 4839.48, 48.3948
3199, -96.82, -0.9682, 8.68, 0.0868, 4859.92, 48.5992
3200, -96.82, -0.9682, 8.82, 0.0882, 4853.8, 48.538
3201, -96.7, -0.967, 9, 0.09, 4810.48, 48.1048
3202, -96.7, -0.967, 9.14, 0.0914, 4834.04, 48.3404
3203, -96.62, -0.9662, 9.6, 0.096, 4844.88, 48.4488
3204, -96.58, -0.9658, 9.84, 0.0984, 4855.6, 48.556
3205, -96.74, -0.9674, 10.5, 0.105, 4876.6, 48.766
3206, -96.7, -0.967, 10.1, 0.101, 4865.4, 48.654
3207, -96.66, -0.9666, 9.68, 0.0968, 4840, 48.4
3208, -96.78, -0.9678, 9.46, 0.0946, 4898.76, 48.9876
3209, -96.78, -0.9678, 9.28, 0.0928, 4925.68, 49.2568
3210, -96.74, -0.9674, 9.2, 0.092, 4960.24, 49.6024
3211, -96.7, -0.967, 8.7, 0.087, 4939.32, 49.3932
3212, -96.78, -0.9678, 8.72, 0.0872, 4893.6, 48.936
3213, -96.78, -0.9678, 8.34, 0.0834, 4881.8, 48.818
3214, -96.74, -0.9674, 8.16, 0.0816, 4834.16, 48.3416
3215, -96.62, -0.9662, 8.2, 0.082, 4825.6, 48.256
3216, -96.54, -0.9654, 8.04, 0.0804, 4809.2, 48.092
3217, -96.54, -0.9654, 8.28, 0.0828, 4840.56, 48.4056
3218, -96.66, -0.9666, 7.54, 0.0754, 4887.24, 48.8724
3219, -96.66, -0.9666, 7.64, 0.0764, 4888.24, 48.8824
3220, -96.5, -0.965, 7.72, 0.0772, 4882.96, 48.8296
3221, -96.66, -0.9666, 7.9, 0.079, 4908.44, 49.0844
3222, -96.7, -0.967, 7.74, 0.0774, 4969.56, 49.6956
3223, -96.82, -0.9682, 7.38, 0.0738, 4975.4, 49.754
3224, -96.86, -0.9686, 7.26, 0.0726, 4965.64, 49.6564
3225, -96.82, -0.9682, 7.24, 0.0724, 4958.88, 49.5888
3226, -96.78, -0.9678, 5.96, 0.0596, 4919.92, 49.1992
3227, -96.7, -0.967, 6.02, 0.0602, 4880.04, 48.8004
3228, -96.62, -0.9662, 6.16, 0.0616, 4884.56, 48.8456
3229, -96.66, -0.9666, 6.36, 0.0636, 4850.64, 48.5064
3230, -96.7, -0.967, 7.1, 0.071, 4790.84, 47.9084
3231, -96.62, -0.9662, 6.06, 0.0606, 4797.48, 47.9748
3232, -96.62, -0.9662, 6.88, 0.0688, 4846.08, 48.4608
3233, -96.54, -0.9654, 6.76, 0.0676, 4803.92, 48.0392
3234, -96.62, -0.9662, 7.28, 0.0728, 4802, 48.02
3235, -96.66, -0.9666, 7.14, 0.0714, 4863.48, 48.6348
3236, -96.74, -0.9674, 7.62, 0.0762, 4828.12, 48.2812
3237, -96.78, -0.9678, 8.06, 0.0806, 4806.36, 48.0636
3238, -96.62, -0.9662, 7.76, 0.0776, 4819.6, 48.196
3239, -96.74, -0.9674, 7.82, 0.0782, 4807.32, 48.0732
3240, -96.66, -0.9666, 7.7, 0.077, 4876.6, 48.766
3241, -96.66, -0.9666, 7.66, 0.0766, 4857.16, 48.5716
3242, -96.58, -0.9658, 7.34, 0.0734, 4947.72, 49.4772
3243, -96.74, -0.9674, 7.22, 0.0722, 4916.92, 49.1692
3244, -96.74, -0.9674, 7.54, 0.0754, 4929.88, 49.2988
3245, -96.78, -0.9678, 7.96, 0.0796, 4979.2, 49.792
3246, -96.9, -0.969, 8.34, 0.0834, 4979.24, 49.7924
3247, -96.82, -0.9682, 8.06, 0.0806, 5010.6, 50.106
3248, -96.78, -0.9678, 8.28, 0.0828, 4973.36, 49.7336
3249, -96.9, -0.969, 7.68, 0.0768, 4985.36, 49.8536
3250, -96.82, -0.9682, 7.62, 0.0762, 4930.36, 49.3036
3251, -96.82, -0.9682, 8.28, 0.0828, 4944.48, 49.4448
3252, -96.86, -0.9686, 8.7, 0.087, 4958.52, 49.5852
3253, -96.94, -0.9694, 8.52, 0.0852, 5004.56, 50.0456
3254, -96.86, -0.9686, 8.3, 0.083, 5064.6, 50.646
3255, -96.86, -0.9686, 9, 0.09, 5081.2, 50.812
3256, -96.86, -0.9686, 8.72, 0.0872, 5122.96, 51.2296
3257, -96.94, -0.9694, 9.5, 0.095, 5112.68, 51.1268
3258, -96.94, -0.9694, 9.7, 0.097, 5113.72, 51.1372
3259, -96.86, -0.9686, 9.66, 0.0966, 5195.64, 51.9564
3260, -96.82, -0.9682, 9.18, 0.0918, 5151.48, 51.5148
3261, -96.82, -0.9682, 9.64, 0.0964, 5108.16, 51.0816
3262, -96.9, -0.969, 10.02, 0.1002, 5067.4, 50.674
3263, -96.9, -0.969, 9.54, 0.0954, 5076.44, 50.7644
3264, -96.86, -0.9686, 9.42, 0.0942, 5041.96, 50.4196
3265, -96.9, -0.969, 9.2, 0.092, 5095.12, 50.9512
3266, -97.02, -0.9702, 9.58, 0.0958, 5099.88, 50.9988
3267, -96.9, -0.969, 9.4, 0.094, 5044.16, 50.4416
3268, -96.86, -0.9686, 8.44, 0.0844, 4944.24, 49.4424
3269, -96.86, -0.9686, 8, 0.08, 4939.68, 49.3968
3270, -96.94, -0.9694, 8.08, 0.0808, 4921.28, 49.2128
3271, -96.94, -0.9694, 7.66, 0.0766, 4965, 49.65
3272, -96.94, -0.9694, 8.22, 0.0822, 4958.68, 49.5868
3273, -96.94, -0.9694, 8.32, 0.0832, 4965.6, 49.656
3274, -96.98, -0.9698, 7.94, 0.0794, 4973.64, 49.7364
3275, -96.9, -0.969, 8.32, 0.0832, 4911.76, 49.1176
3276, -96.82, -0.9682, 8.34, 0.0834, 4920.04, 49.2004
3277, -96.98, -0.9698, 8.32, 0.0832, 4859.84, 48.5984
3278, -96.98, -0.9698, 8.42, 0.0842, 4827.08, 48.2708
3279, -96.9, -0.969, 8.38, 0.0838, 4809, 48.09
3280, -96.7, -0.967, 7.86, 0.0786, 4797.08, 47.9708
3281, -96.66, -0.9666, 8.24, 0.0824, 4819.36, 48.1936
3282, -96.66, -0.9666, 8.16, 0.0816, 4769.68, 47.6968
3283, -96.74, -0.9674, 8.14, 0.0814, 4768.68, 47.6868
3284, -96.66, -0.9666, 8.9, 0.089, 4732.36, 47.3236
3285, -96.62, -0.9662, 8.76, 0.0876, 4751.52, 47.5152
3286, -96.54, -0.9654, 8.44, 0.0844, 4723.44, 47.2344
3287, -96.5, -0.965, 8.24, 0.0824, 4678, 46.78
3288, -96.58, -0.9658, 7.68, 0.0768, 4672.48, 46.7248
3289, -96.54, -0.9654, 7.34, 0.0734, 4618.84, 46.1884
3290, -96.58, -0.9658, 7.12, 0.0712, 4618.56, 46.1856
3291, -96.62, -0.9662, 7.62, 0.0762, 4616.04, 46.1604
3292, -96.58, -0.9658, 8.06, 0.0806, 4572.92, 45.7292
3293, -96.7, -0.967, 8.12, 0.0812, 4536, 45.36
3294, -96.74, -0.9674, 8.14, 0.0814, 4578.44, 45.7844
3295, -96.58, -0.9658, 8, 0.08, 4595.36, 45.9536
3296, -96.46, -0.9646, 7.82, 0.0782, 4553.88, 45.5388
3297, -96.38, -0.9638, 7.14, 0.0714, 4651.56, 46.5156
3298, -96.5, -0.965, 7.96, 0.0796, 4631.76, 46.3176
3299, -96.58, -0.9658, 7.9, 0.079, 4689.8, 46.898
3300, -96.62, -0.9662, 7.86, 0.0786, 4664.6, 46.646
3301, -96.62, -0.9662, 7.88, 0.0788, 4673.84, 46.7384
3302, -96.54, -0.9654, 8.54, 0.0854, 4667.72, 46.6772
3303, -96.62, -0.9662, 8.48, 0.0848, 4693.44, 46.9344
3304, -96.54, -0.9654, 9.06, 0.0906, 4683.32, 46.8332
3305, -96.58, -0.9658, 9.48, 0.0948, 4699.44, 46.9944
3306, -96.62, -0.9662, 9.02, 0.0902, 4728.2, 47.282
3307, -96.66, -0.9666, 9.22, 0.0922, 4726.84, 47.2684
3308, -96.78, -0.9678, 9.74, 0.0974, 4736.28, 47.3628
3309, -96.78, -0.9678, 9.64, 0.0964, 4738.4, 47.384
3310, -96.74, -0.9674, 9.96, 0.0996, 4770.56, 47.7056
3311, -96.74, -0.9674, 9.72, 0.0972, 4777.44, 47.7744
3312, -96.82, -0.9682, 9.44, 0.0944, 4782.16, 47.8216
3313, -96.74, -0.9674, 9.74, 0.0974, 4807.96, 48.0796
3314, -96.74, -0.9674, 9.86, 0.0986, 4761.56, 47.6156
3315, -96.74, -0.9674, 9.6, 0.096, 4749.2, 47.492
3316, -96.62, -0.9662, 9.48, 0.0948, 4756, 47.56
3317, -96.46, -0.9646, 10.22, 0.1022, 4729.24, 47.2924
3318, -96.62, -0.9662, 9.78, 0.0978, 4770.68, 47.7068
3319, -96.62, -0.9662, 10.24, 0.1024, 4785.2, 47.852
3320, -96.46, -0.9646, 9.82, 0.0982, 4828.84, 48.2884
3321, -96.62, -0.9662, 9.86, 0.0986, 4850.04, 48.5004
3322, -96.54, -0.9654, 10.22, 0.1022, 4802.36, 48.0236
3323, -96.5, -0.965, 9.88, 0.0988, 4804.24, 48.0424
3324, -96.82, -0.9682, 9.72, 0.0972, 4837.68, 48.3768
3325, -96.78, -0.9678, 9.9, 0.099, 4787.8, 47.878
3326, -96.82, -0.9682, 9.54, 0.0954, 4806.12, 48.0612
3327, -96.78, -0.9678, 10.18, 0.1018, 4790.6, 47.906
3328, -96.86, -0.9686, 10.12, 0.1012, 4845.84, 48.4584
3329, -96.86, -0.9686, 9.6, 0.096, 4883.68, 48.8368
3330, -96.9, -0.969, 9.62, 0.0962, 4918.2, 49.182
3331, -96.86, -0.9686, 10.14, 0.1014, 4973.64, 49.7364
3332, -97.02, -0.9702, 10.1, 0.101, 5033.24, 50.3324
3333, -97.02, -0.9702, 9.98, 0.0998, 5021.48, 50.2148
3334, -97.02, -0.9702, 10.04, 0.1004, 5061.36, 50.6136
3335, -96.82, -0.9682, 10.18, 0.1018, 5026.44, 50.2644
3336, -96.94, -0.9694, 10.36, 0.1036, 4975.76, 49.7576
3337, -96.94, -0.9694, 10.78, 0.1078, 5025.4, 50.254
3338, -96.9, -0.969, 11, 0.11, 5019.84, 50.1984
3339, -96.82, -0.9682, 11.14, 0.1114, 5032.52, 50.3252
3340, -96.78, -0.9678, 10.84, 0.1084, 5049.2, 50.492
3341, -96.78, -0.9678, 11.3, 0.113, 5066.68, 50.6668
3342, -96.78, -0.9678, 11.04, 0.1104, 5120.48, 51.2048
3343, -96.66, -0.9666, 11.02, 0.1102, 5124.36, 51.2436
3344, -96.7, -0.967, 11.72, 0.1172, 5121.76, 51.2176
3345, -96.66, -0.9666, 11.14, 0.1114, 5129.64, 51.2964
3346, -96.7, -0.967, 11.56, 0.1156, 5142.72, 51.4272
3347, -96.66, -0.9666, 11.54, 0.1154, 5163.48, 51.6348
3348, -96.62, -0.9662, 11.22, 0.1122, 5163.88, 51.6388
3349, -96.66, -0.9666, 10.72, 0.1072, 5228.56, 52.2856
3350, -96.74, -0.9674, 10.32, 0.1032, 5225.84, 52.2584
3351, -96.78, -0.9678, 10.28, 0.1028, 5253.04, 52.5304
3352, -96.78, -0.9678, 10.24, 0.1024, 5252.48, 52.5248
3353, -96.82, -0.9682, 10.26, 0.1026, 5249.48, 52.4948
3354, -96.78, -0.9678, 10.18, 0.1018, 5317.64, 53.1764
3355, -96.9, -0.969, 10.32, 0.1032, 5272.72, 52.7272
3356, -96.86, -0.9686, 9.92, 0.0992, 5304, 53.04
3357, -96.94, -0.9694, 9.6, 0.096, 5312.16, 53.1216
3358, -96.9, -0.969, 9.6, 0.096, 5373.52, 53.7352
3359, -97.02, -0.9702, 9.94, 0.0994, 5394.2, 53.942
3360, -96.94, -0.9694, 9.48, 0.0948, 5370.48, 53.7048
3361, -96.94, -0.9694, 9.46, 0.0946, 5362.2, 53.622
3362, -97.06, -0.9706, 9.48, 0.0948, 5384, 53.84
3363, -97.14, -0.9714, 8.66, 0.0866, 5453.8, 54.538
3364, -97.14, -0.9714, 8.74, 0.0874, 5502.6, 55.026
3365, -96.94, -0.9694, 8.88, 0.0888, 5393.28, 53.9328
3366, -96.9, -0.969, 8.68, 0.0868, 5476.96, 54.7696
3367, -97.02, -0.9702, 8.96, 0.0896, 5452.48, 54.5248
3368, -96.94, -0.9694, 9.06, 0.0906, 5407.64, 54.0764
3369, -96.78, -0.9678, 9.72, 0.0972, 5351.76, 53.5176
3370, -96.7, -0.967, 10.36, 0.1036, 5244.4, 52.444
3371, -96.58, -0.9658, 10.22, 0.1022, 5194.68, 51.9468
3372, -96.3, -0.963, 10.12, 0.1012, 5201.84, 52.0184
3373, -96.3, -0.963, 10, 0.1, 5150.72, 51.5072
3374, -96.22, -0.9622, 10.16, 0.1016, 5130.8, 51.308
3375, -96.22, -0.9622, 9.84, 0.0984, 5109.76, 51.0976
3376, -96.22, -0.9622, 9.86, 0.0986, 5195.88, 51.9588
3377, -96.18, -0.9618, 10.2, 0.102, 5120.32, 51.2032
3378, -96.3, -0.963, 10.94, 0.1094, 5113.08, 51.1308
3379, -96.26, -0.9626, 11.16, 0.1116, 5138.72, 51.3872
3380, -96.22, -0.9622, 11.96, 0.1196, 5049.12, 50.4912
3381, -96.1, -0.961, 12.2, 0.122, 5039.44, 50.3944
3382, -96.18, -0.9618, 12.68, 0.1268, 5101.28, 51.0128
3383, -96.3, -0.963, 12.84, 0.1284, 5099.6, 50.996
3384, -96.26, -0.9626, 12.62, 0.1262, 5092.12, 50.9212
3385, -96.46, -0.9646, 12.68, 0.1268, 5138.96, 51.3896
3386, -96.58, -0.9658, 12.3, 0.123, 5115.8, 51.158
3387, -96.58, -0.9658, 12, 0.12, 5059.52, 50.5952
3388, -96.58, -0.9658, 11.76, 0.1176, 5114.48, 51.1448
3389, -96.54, -0.9654, 11.7, 0.117, 5109.08, 51.0908
3390, -96.5, -0.965, 11, 0.11, 5161.84, 51.6184
3391, -96.5, -0.965, 10.92, 0.1092, 5149.84, 51.4984
3392, -96.54, -0.9654, 11.74, 0.1174, 5164.12, 51.6412
3393, -96.58, -0.9658, 11.36, 0.1136, 5143.2, 51.432
3394, -96.58, -0.9658, 11.34, 0.1134, 5209, 52.09
3395, -96.58, -0.9658, 11.8, 0.118, 5169.6, 51.696
3396, -96.54, -0.9654, 11.46, 0.1146, 5205.8, 52.058
3397, -96.62, -0.9662, 11.06, 0.1106, 5184.92, 51.8492
3398, -96.62, -0.9662, 10.66, 0.1066, 5126.68, 51.2668
3399, -96.5, -0.965, 11.28, 0.1128, 5153.04, 51.5304
3400, -96.5, -0.965, 11.52, 0.1152, 5145.12, 51.4512
3401, -96.62, -0.9662, 11.68, 0.1168, 5173.28, 51.7328
3402, -96.66, -0.9666, 11.86, 0.1186, 5195.32, 51.9532
3403, -96.58, -0.9658, 12.08, 0.1208, 5221.44, 52.2144
3404, -96.54, -0.9654, 12.22, 0.1222, 5208.6, 52.086
3405, -96.5, -0.965, 12.16, 0.1216, 5138.72, 51.3872
3406, -96.5, -0.965, 12.4, 0.124, 5185.04, 51.8504
3407, -96.58, -0.9658, 12.12, 0.1212, 5142.64, 51.4264
3408, -96.58, -0.9658, 12.62, 0.1262, 5087.32, 50.8732
3409, -96.5, -0.965, 13.06, 0.1306, 5044.36, 50.4436
3410, -96.58, -0.9658, 12.62, 0.1262, 5031.96, 50.3196
3411, -96.62, -0.9662, 12.84, 0.1284, 5060.88, 50.6088
3412, -96.62, -0.9662, 12.84, 0.1284, 5109.12, 51.0912
3413, -96.54, -0.9654, 13.46, 0.1346, 5020.44, 50.2044
3414, -96.62, -0.9662, 13.46, 0.1346, 5002.12, 50.0212
3415, -96.7, -0.967, 12.92, 0.1292, 4984.64, 49.8464
3416, -96.62, -0.9662, 13.22, 0.1322, 4974.84, 49.7484
3417, -96.58, -0.9658, 12.88, 0.1288, 4995.6, 49.956
3418, -96.58, -0.9658, 13.46, 0.1346, 5017.4, 50.174
3419, -96.58, -0.9658, 13.72, 0.1372, 4974.48, 49.7448
3420, -96.5, -0.965, 13.94, 0.1394, 5004.68, 50.0468
3421, -96.46, -0.9646, 14.26, 0.1426, 5040.2, 50.402
3422, -96.38, -0.9638, 14.62, 0.1462, 5011.32, 50.1132
3423, -96.42, -0.9642, 15.16, 0.1516, 5010.16, 50.1016
3424, -96.5, -0.965, 15.34, 0.1534, 5041.16, 50.4116
3425, -96.54, -0.9654, 15.88, 0.1588, 5108.96, 51.0896
3426, -96.42, -0.9642, 15.72, 0.1572, 5107.12, 51.0712
3427, -96.5, -0.965, 15.52, 0.1552, 5118.56, 51.1856
3428, -96.58, -0.9658, 15.24, 0.1524, 5090.24, 50.9024
3429, -96.58, -0.9658, 15.72, 0.1572, 5053.2, 50.532
